,year,region,driving_liceses,geo_point_2d_licenses,x_licenses,y_licenses,geo_point_2d_accidents,x_accidents,y_accidents,No. of Accidents,No. of Casualties - Dead,No. of Casualties - Injured
227,2011.0,Madinah,14630.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
228,1993.0,Madinah,4122.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
229,2002.0,Madinah,10494.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
230,2005.0,Madinah,10210.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
231,2012.0,Al-Qaseem,11421.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
232,2004.0,Al-Qaseem,9390.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
233,2005.0,Al-Qaseem,10480.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
234,2014.0,Eastern,121774.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
235,2016.0,Eastern,142307.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,101619.0,1113.0,4893.0
236,2010.0,Eastern,110295.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
237,1995.0,Eastern,7831.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
238,1994.0,Eastern,10918.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
239,1997.0,Eastern,58814.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
240,2003.0,Eastern,82697.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
241,2009.0,Eastern,108544.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
242,2017.0,Assir,39133.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,"19.1387847401, 42.941470036",19.1387847401,42.941470036,25245.0,828.0,2368.0
243,2016.0,Assir,41367.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,"19.1387847401, 42.941470036",19.1387847401,42.941470036,32684.0,983.0,2541.0
244,2013.0,Assir,29730.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
245,2001.0,Assir,20321.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
246,2005.0,Assir,18565.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
247,2014.0,Tabouk,12188.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
248,1995.0,Tabouk,2051.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
249,2004.0,Tabouk,7532.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
250,2015.0,Hail,7172.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
251,2011.0,Hail,9123.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
252,2012.0,Hail,11082.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
253,1994.0,Hail,11131.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
254,1998.0,Hail,4708.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
255,2000.0,Hail,3215.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
256,2015.0,Northern Boarder,3837.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
257,2014.0,Northern Boarder,5009.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
258,2013.0,Northern Boarder,3921.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
259,1995.0,Northern Boarder,1318.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
260,1994.0,Northern Boarder,1457.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
261,1997.0,Northern Boarder,1531.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
262,2007.0,Northern Boarder,3479.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
263,2008.0,Northern Boarder,3519.0,"30.197074783, 41.8171186952",30.197074783,41.8171186952,0,0.0,0.0,0.0,0.0,0.0
264,2017.0,Jazan,18345.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,22161.0,466.0,2207.0
265,2016.0,Jazan,11504.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,25873.0,514.0,2259.0
266,2012.0,Jazan,11156.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,0,0.0,0.0,0.0,0.0,0.0
267,1996.0,Jazan,2226.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,0,0.0,0.0,0.0,0.0,0.0
268,2002.0,Jazan,5254.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,0,0.0,0.0,0.0,0.0,0.0
269,2006.0,Jazan,7955.0,"17.2072313962, 42.6525807422",17.2072313962,42.6525807422,0,0.0,0.0,0.0,0.0,0.0
270,2015.0,Riyadh,24548.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
271,2017.0,Riyadh,495307.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,99925.0,1399.0,4540.0
272,2016.0,Riyadh,242851.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,141736.0,1430.0,4207.0
273,1998.0,Riyadh,114962.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
274,2002.0,Riyadh,25423.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
275,2007.0,Riyadh,36261.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
276,2004.0,Riyadh,23479.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
277,2009.0,Riyadh,38014.0,"23.0814341634, 45.5857512766",23.0814341634,45.5857512766,0,0.0,0.0,0.0,0.0,0.0
278,1996.0,Makkah,46195.0,"21.628962766, 41.2636898334",21.628962766,41.2636898334,0,0.0,0.0,0.0,0.0,0.0
279,2014.0,Najran,9601.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
280,2011.0,Najran,7314.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
281,1994.0,Najran,3880.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
282,1998.0,Najran,4322.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
283,2001.0,Najran,4950.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
284,2004.0,Najran,4609.0,"18.4511003068, 46.8688495726",18.4511003068,46.8688495726,0,0.0,0.0,0.0,0.0,0.0
285,2017.0,Al-Baha,4131.0,"20.1484058503, 41.4665484892",20.1484058503,41.4665484892,"20.1484058503, 41.4665484892",20.1484058503,41.4665484892,1414.0,134.0,1007.0
286,2004.0,Al-Baha,3410.0,"20.1484058503, 41.4665484892",20.1484058503,41.4665484892,0,0.0,0.0,0.0,0.0,0.0
287,2008.0,Al-Baha,5418.0,"20.1484058503, 41.4665484892",20.1484058503,41.4665484892,0,0.0,0.0,0.0,0.0,0.0
288,2009.0,Al-Baha,9815.0,"20.1484058503, 41.4665484892",20.1484058503,41.4665484892,0,0.0,0.0,0.0,0.0,0.0
289,2016.0,Al-Jouf,9371.0,"29.9677445762, 39.5570371172",29.9677445762,39.5570371172,"29.9677445762, 39.5570371172",29.9677445762,39.5570371172,10212.0,245.0,920.0
290,2011.0,Al-Jouf,10180.0,"29.9677445762, 39.5570371172",29.9677445762,39.5570371172,0,0.0,0.0,0.0,0.0,0.0
291,2013.0,Al-Jouf,11602.0,"29.9677445762, 39.5570371172",29.9677445762,39.5570371172,0,0.0,0.0,0.0,0.0,0.0
292,2003.0,Al-Jouf,3852.0,"29.9677445762, 39.5570371172",29.9677445762,39.5570371172,0,0.0,0.0,0.0,0.0,0.0
293,2002.0,Makkah,88593.0,"21.628962766, 41.2636898334",21.628962766,41.2636898334,0,0.0,0.0,0.0,0.0,0.0
294,2003.0,Makkah,74236.0,"21.628962766, 41.2636898334",21.628962766,41.2636898334,0,0.0,0.0,0.0,0.0,0.0
295,2007.0,Makkah,91902.0,"21.628962766, 41.2636898334",21.628962766,41.2636898334,0,0.0,0.0,0.0,0.0,0.0
296,2015.0,Madinah,22744.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
297,1997.0,Madinah,10495.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
298,2008.0,Madinah,9194.0,"24.927534539, 39.4918237173",24.927534539,39.4918237173,0,0.0,0.0,0.0,0.0,0.0
299,2011.0,Al-Qaseem,10760.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
300,1993.0,Al-Qaseem,73618.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
301,1997.0,Al-Qaseem,10092.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
302,1999.0,Al-Qaseem,9983.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
303,1998.0,Al-Qaseem,11350.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
304,2002.0,Al-Qaseem,16298.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
305,2008.0,Al-Qaseem,22236.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
306,2009.0,Al-Qaseem,27571.0,"26.1967063704, 43.3429998455",26.1967063704,43.3429998455,0,0.0,0.0,0.0,0.0,0.0
307,1993.0,Eastern,9964.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
308,1999.0,Eastern,64973.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
309,1998.0,Eastern,70650.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
310,2004.0,Eastern,84984.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
311,2005.0,Eastern,82505.0,"23.2883307307, 50.1478302439",23.2883307307,50.1478302439,0,0.0,0.0,0.0,0.0,0.0
312,2010.0,Assir,21835.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
313,1993.0,Assir,6226.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
314,1994.0,Assir,5185.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
315,2004.0,Assir,17947.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
316,2009.0,Assir,21582.0,"19.1387847401, 42.941470036",19.1387847401,42.941470036,0,0.0,0.0,0.0,0.0,0.0
317,2016.0,Tabouk,13610.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,"27.90165499, 37.2598581394",27.90165499,37.2598581394,16031.0,434.0,1724.0
318,2012.0,Tabouk,11391.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
319,1999.0,Tabouk,5298.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
320,2000.0,Tabouk,8473.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
321,2006.0,Tabouk,8259.0,"27.90165499, 37.2598581394",27.90165499,37.2598581394,0,0.0,0.0,0.0,0.0,0.0
322,2013.0,Hail,9731.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
323,1997.0,Hail,6606.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
324,1999.0,Hail,3139.0,"27.400845724, 41.4406960508",27.400845724,41.4406960508,0,0.0,0.0,0.0,0.0,0.0
